changed,reason,original,corrected,best_candidate,confidence,edit_distance,sequence_similarity,edit_similarity,phonetic_light_similarity,frequency,context_score,repeat_bonus,margin,candidate_count,row_index,sample_id,whisper_raw,character_corrected
False,rejected_low_confidence,bunche,bunche,bunch,0.8002361553572735,1.0,0.9090909090909091,0.8333333333333334,0.9166666666666666,17.0,1.0,0.0,0.15102318872536669,4.0,1682,torgo_006254,bunche,bunche
False,rejected_low_confidence,bears,bears,bear,0.730680201759464,1.0,0.8888888888888888,0.8,0.8500000000000001,15.0,0.0,0.0,0.020938649221284744,3.0,1690,torgo_006262,the bears in the lake catching a fish,the bears in the lake catching a fish
False,no_candidate,catching,catching,,0.0,,,,,,,,,,1690,torgo_006262,the bears in the lake catching a fish,the bears in the lake catching a fish
False,rejected_low_confidence,winn,winn,win,0.7572950515667924,1.0,0.8571428571428571,0.75,1.0,22.0,1.0,0.0,0.04499409816453659,2.0,1709,torgo_006281,winn,winn
False,rejected_low_confidence,outdoor,outdoor,outdoors,0.8095624899307788,1.0,0.9333333333333333,0.875,0.8928571428571428,4.0,1.0,0.0,0.8095624899307788,1.0,1722,torgo_006294,eat your raisins outdoor on the porch steps,eat your raisins outdoor on the porch steps
False,rejected_low_confidence,uninterpreted,uninterpreted,uninterrupted,0.7356998525681414,3.0,0.8461538461538461,0.7692307692307692,0.8923076923076922,4.0,1.0,0.0,0.7356998525681414,1.0,1736,torgo_006308,we got drenched from the uninterpreted rain,we got drenched from the uninterpreted rain
False,no_candidate,unknoted,unknoted,,0.0,,,,,,,,,,1737,torgo_006309,we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched,we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched
False,no_candidate,unknoted,unknoted,,0.0,,,,,,,,,,1737,torgo_006309,we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched,we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched
False,no_candidate,unknoted,unknoted,,0.0,,,,,,,,,,1737,torgo_006309,we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched,we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched
False,no_candidate,unknoted,unknoted,,0.0,,,,,,,,,,1737,torgo_006309,we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched,we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched
False,no_candidate,unknoted,unknoted,,0.0,,,,,,,,,,1737,torgo_006309,we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched,we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched from the unknoted coat we got drenched
False,rejected_low_confidence,laxe,laxe,lax,0.7332848128552798,1.0,0.8571428571428571,0.75,0.9166666666666666,5.0,1.0,0.0,0.05015052611969062,2.0,1764,torgo_006336,laxe,laxe
False,rejected_low_confidence,sells,sells,sell,0.7787669188659968,1.0,0.8888888888888888,0.8,0.8500000000000001,31.0,1.0,0.0,0.02228585130566685,2.0,1769,torgo_006341,sells,sells
False,rejected_low_confidence,bunche,bunche,bunch,0.8002361553572735,1.0,0.9090909090909091,0.8333333333333334,0.9166666666666666,17.0,1.0,0.0,0.15102318872536669,4.0,1773,torgo_006345,bunche,bunche
False,rejected_low_confidence,sells,sells,sell,0.7787669188659968,1.0,0.8888888888888888,0.8,0.8500000000000001,31.0,1.0,0.0,0.02228585130566685,2.0,1778,torgo_006350,sells,sells
False,rejected_low_confidence,bunche,bunche,bunch,0.8002361553572735,1.0,0.9090909090909091,0.8333333333333334,0.9166666666666666,17.0,1.0,0.0,0.15102318872536669,4.0,1781,torgo_006353,bunche,bunche
False,no_candidate,achesxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,achesxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,0.0,,,,,,,,,,1782,torgo_006354,achesxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,achesxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
False,no_candidate,patteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatte,patteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatte,,0.0,,,,,,,,,,1806,torgo_006378,patteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatte,patteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatteatte
False,rejected_low_confidence,tenants,tenants,tenant's,0.8119434423117312,1.0,0.9333333333333333,0.875,0.9166666666666666,4.0,1.0,0.0,0.8119434423117312,1.0,1807,torgo_006379,the lack of heat compounded the tenants grievances,the lack of heat compounded the tenants grievances
False,rejected_low_confidence,placed,placed,place,0.777188354814855,1.0,0.9090909090909091,0.8333333333333334,0.8928571428571428,16.0,0.5,0.0,0.007419868945066632,6.0,1812,torgo_006384,the eastern coast is placed for pure pleasure and excitement,the eastern coast is placed for pure pleasure and excitement
True,accepted,halll,hall,,0.8388527617734399,1.0,0.8888888888888888,0.8,1.0,20.0,1.0,1.0,0.8388527617734399,1.0,1815,torgo_006387,halll,hall
False,no_candidate,actually,actually,,0.0,,,,,,,,,,1845,torgo_006417,chocolate and roses never fail as a romantic actually,chocolate and roses never fail as a romantic actually
False,rejected_low_confidence,bunn,bunn,bun,0.7416181461886131,1.0,0.8571428571428571,0.75,1.0,5.0,1.0,0.0,0.04284137054354864,2.0,1848,torgo_006420,bunn,bunn
False,rejected_low_confidence,bunche,bunche,bunch,0.8002361553572735,1.0,0.9090909090909091,0.8333333333333334,0.9166666666666666,17.0,1.0,0.0,0.15102318872536669,4.0,1887,torgo_006459,bunche,bunche
False,rejected_low_confidence,tash,tash,ash,0.7284165707865977,1.0,0.8571428571428571,0.75,0.8500000000000001,6.0,1.0,0.0,0.023466360928467878,7.0,1888,torgo_006460,tash,tash
False,no_candidate,catching,catching,,0.0,,,,,,,,,,1895,torgo_006467,the bear is in the lake catching a fish,the bear is in the lake catching a fish
False,rejected_low_confidence,winn,winn,win,0.7572950515667924,1.0,0.8571428571428571,0.75,1.0,22.0,1.0,0.0,0.04499409816453659,2.0,1914,torgo_006486,winn,winn
False,rejected_low_confidence,outdoor,outdoor,outdoors,0.8095624899307788,1.0,0.9333333333333333,0.875,0.8928571428571428,4.0,1.0,0.0,0.8095624899307788,1.0,1927,torgo_006499,eat your raisins outdoor on the porch steps,eat your raisins outdoor on the porch steps
False,rejected_low_confidence,uninterpreted,uninterpreted,uninterrupted,0.7356998525681414,3.0,0.8461538461538461,0.7692307692307692,0.8923076923076922,4.0,1.0,0.0,0.7356998525681414,1.0,1941,torgo_006513,we got drenched from the uninterpreted rain oh pfft,we got drenched from the uninterpreted rain oh pfft
False,no_candidate,pfft,pfft,,0.0,,,,,,,,,,1941,torgo_006513,we got drenched from the uninterpreted rain oh pfft,we got drenched from the uninterpreted rain oh pfft
False,no_candidate,unknoted,unknoted,,0.0,,,,,,,,,,1942,torgo_006514,we got drenched from the unknoted coat,we got drenched from the unknoted coat
False,rejected_low_confidence,hidd,hidd,hid,0.7394910613593503,1.0,0.8571428571428571,0.75,1.0,4.0,1.0,0.0,0.7394910613593503,1.0,1951,torgo_006523,hidd,hidd
False,no_candidate,circulated,circulated,,0.0,,,,,,,,,,1963,torgo_006535,cable confirmation is circulated,cable confirmation is circulated
False,rejected_low_confidence,voiced,voiced,voice,0.7578596111254022,1.0,0.9090909090909091,0.8333333333333334,0.8500000000000001,25.0,0.0,0.0,0.11745522433117284,2.0,1964,torgo_006536,when a pig is voiced it does a big crack and quivers a trifle,when a pig is voiced it does a big crack and quivers a trifle
False,no_candidate,does,does,,0.0,,,,,,,,,,1964,torgo_006536,when a pig is voiced it does a big crack and quivers a trifle,when a pig is voiced it does a big crack and quivers a trifle
False,no_candidate,crack,crack,,0.0,,,,,,,,,,1964,torgo_006536,when a pig is voiced it does a big crack and quivers a trifle,when a pig is voiced it does a big crack and quivers a trifle
False,rejected_low_confidence,answer,answer,answers,0.7778387187324038,1.0,0.9230769230769231,0.8571428571428572,0.9166666666666666,21.0,0.0,0.0,0.7778387187324038,1.0,1968,torgo_006540,grandfather said to me my answer is in his language,grandfather said to me my answer is in his language
False,no_candidate,example,example,,0.0,,,,,,,,,,1970,torgo_006542,example in the winter when the warm or not ice pervades,example in the winter when the warm or not ice pervades
False,no_candidate,pervades,pervades,,0.0,,,,,,,,,,1970,torgo_006542,example in the winter when the warm or not ice pervades,example in the winter when the warm or not ice pervades
False,rejected_low_confidence,deep,deep,deer,0.6905541556806558,1.0,0.75,0.75,0.625,16.0,1.0,0.0,0.005078710831341482,4.0,1974,torgo_006546,deep,deep
False,no_candidate,asian,asian,,0.0,,,,,,,,,,1978,torgo_006550,he dresses himself in an asian black frock coat,he dresses himself in an asian black frock coat
False,rejected_low_confidence,horned,horned,horn,0.6833630089731071,2.0,0.8,0.6666666666666667,0.8095238095238094,23.0,1.0,0.0,0.6833630089731071,1.0,1979,torgo_006551,horned,horned
False,rejected_low_confidence,brad,brad,bread,0.7780541556806558,1.0,0.8888888888888888,0.8,0.9166666666666666,16.0,1.0,0.0,0.030860809248993593,3.0,1980,torgo_006552,brad,brad
False,rejected_low_confidence,breed,breed,bread,0.752554155680656,1.0,0.8,0.8,0.875,16.0,1.0,0.0,0.752554155680656,1.0,1981,torgo_006553,breed,breed
False,rejected_low_confidence,already,already,ready,0.660205347073636,2.0,0.8333333333333334,0.7142857142857143,0.8428571428571427,4.0,0.0,0.0,0.660205347073636,1.0,1982,torgo_006554,i already hate you,i already hate you
False,rejected_low_confidence,bagger,bagger,dagger,0.7653876705087886,1.0,0.8333333333333334,0.8333333333333334,0.75,17.0,1.0,0.0,0.026618146188613023,3.0,1983,torgo_006555,bagger,bagger
False,rejected_low_confidence,knewt,knewt,knew,0.7884903466674981,1.0,0.8888888888888888,0.8,0.8928571428571428,50.0,1.0,0.0,0.7884903466674981,1.0,1984,torgo_006556,knewt,knewt
False,rejected_low_confidence,rinses,rinses,rise,0.6496184513498423,2.0,0.8,0.6666666666666667,0.8500000000000001,28.0,0.0,0.0,0.04653737839874239,2.0,1985,torgo_006557,yet he still rinses as swiftly as ever,yet he still rinses as swiftly as ever
False,no_candidate,reelable,reelable,,0.0,,,,,,,,,,1988,torgo_006560,reelable,reelable
False,no_candidate,broadside,broadside,,0.0,,,,,,,,,,1989,torgo_006561,broadside,broadside
False,rejected_low_confidence,gard,gard,guard,0.7306342867355892,1.0,0.8888888888888888,0.8,0.9166666666666666,8.0,0.0,0.0,0.045684076877459345,3.0,1990,torgo_006562,gard,gard
False,rejected_low_confidence,easily,easily,hastily,0.6479326509286265,2.0,0.7692307692307693,0.7142857142857143,0.7625,12.0,0.0,0.0,0.008878313753171052,5.0,1999,torgo_006571,where the old can easily overdo it,where the old can easily overdo it
False,rejected_low_confidence,overdo,overdo,over,0.6464742061205221,2.0,0.8,0.6666666666666667,0.8,33.0,0.0,0.0,0.6464742061205221,1.0,1999,torgo_006571,where the old can easily overdo it,where the old can easily overdo it
False,no_candidate,questions,questions,,0.0,,,,,,,,,,2000,torgo_006572,but he always answers very many of the oil questions,but he always answers very many of the oil questions
False,no_candidate,grabbing,grabbing,,0.0,,,,,,,,,,2001,torgo_006573,the boy is grabbing cookies from the cookie jar,the boy is grabbing cookies from the cookie jar
False,no_candidate,cookies,cookies,,0.0,,,,,,,,,,2001,torgo_006573,the boy is grabbing cookies from the cookie jar,the boy is grabbing cookies from the cookie jar
False,no_candidate,cookie,cookie,,0.0,,,,,,,,,,2001,torgo_006573,the boy is grabbing cookies from the cookie jar,the boy is grabbing cookies from the cookie jar
False,rejected_low_confidence,baby,baby,bay,0.7063485724498749,1.0,0.8571428571428571,0.75,1.0,8.0,0.0,0.0,0.7063485724498749,1.0,2002,torgo_006574,the baby is on a timeout,the baby is on a timeout
False,no_candidate,timeout,timeout,,0.0,,,,,,,,,,2002,torgo_006574,the baby is on a timeout,the baby is on a timeout
False,rejected_low_confidence,rights,rights,right,0.8069487370478151,1.0,0.9090909090909091,0.8333333333333334,0.9166666666666666,31.0,1.0,0.0,0.13869099454409706,6.0,2009,torgo_006581,rights,rights
False,rejected_low_confidence,forms,forms,form,0.7786812095748946,1.0,0.8888888888888888,0.8,0.8928571428571428,21.0,1.0,0.0,0.04272892450258248,2.0,2010,torgo_006582,forms,forms
False,no_candidate,knowledge,knowledge,,0.0,,,,,,,,,,2014,torgo_006586,giving knowledge to observe him for an hour to three days after the ice mower's reprushed,giving knowledge to observe him for an hour to three days after the ice mower's reprushed
False,rejected_low_confidence,hour,hour,our,0.7030861208373272,1.0,0.8571428571428571,0.75,0.75,57.0,0.0,0.0,0.0361882116170259,3.0,2014,torgo_006586,giving knowledge to observe him for an hour to three days after the ice mower's reprushed,giving knowledge to observe him for an hour to three days after the ice mower's reprushed
False,rejected_low_confidence,days,days,day,0.7363920156359121,1.0,0.8571428571428571,0.75,0.8500000000000001,76.0,0.5,0.0,0.08548815516158481,2.0,2014,torgo_006586,giving knowledge to observe him for an hour to three days after the ice mower's reprushed,giving knowledge to observe him for an hour to three days after the ice mower's reprushed
False,no_candidate,mower's,mower's,,0.0,,,,,,,,,,2014,torgo_006586,giving knowledge to observe him for an hour to three days after the ice mower's reprushed,giving knowledge to observe him for an hour to three days after the ice mower's reprushed
False,no_candidate,reprushed,reprushed,,0.0,,,,,,,,,,2014,torgo_006586,giving knowledge to observe him for an hour to three days after the ice mower's reprushed,giving knowledge to observe him for an hour to three days after the ice mower's reprushed
False,rejected_low_confidence,forms,forms,form,0.7786812095748946,1.0,0.8888888888888888,0.8,0.8928571428571428,21.0,1.0,0.0,0.04272892450258248,2.0,2019,torgo_006591,forms,forms
False,no_candidate,average,average,,0.0,,,,,,,,,,2023,torgo_006595,usually minus an average person,usually minus an average person
False,rejected_low_confidence,person,person,personal,0.6930152391165416,2.0,0.8571428571428571,0.75,0.8666666666666667,8.0,0.0,0.0,0.10690035375568074,2.0,2023,torgo_006595,usually minus an average person,usually minus an average person
False,no_candidate,crazy,crazy,,0.0,,,,,,,,,,2029,torgo_006601,she had an eye to tear in crazy white white all year long,she had an eye to tear in crazy white white all year long
False,rejected_low_confidence,goal,goal,goat,0.6963757192853773,1.0,0.75,0.75,0.625,27.0,1.0,0.0,0.6963757192853773,1.0,2030,torgo_006602,goal,goal
False,rejected_low_confidence,breader,breader,bread,0.7144827271092273,2.0,0.8333333333333334,0.7142857142857143,0.8428571428571427,16.0,1.0,0.0,0.03377220027867345,2.0,2033,torgo_006605,breader,breader
False,rejected_low_confidence,largely,largely,large,0.6610951422151692,2.0,0.8333333333333334,0.7142857142857143,0.8125,6.0,0.0,0.0,0.03826356232414252,2.0,2034,torgo_006606,he largely takes an hour to watch in the open air each day,he largely takes an hour to watch in the open air each day
False,rejected_low_confidence,hour,hour,our,0.7030861208373272,1.0,0.8571428571428571,0.75,0.75,57.0,0.0,0.0,0.0361882116170259,3.0,2034,torgo_006606,he largely takes an hour to watch in the open air each day,he largely takes an hour to watch in the open air each day
False,rejected_low_confidence,watch,watch,witch,0.7084790607173765,1.0,0.8,0.8,0.75,34.0,0.0,0.0,0.009594773981787208,3.0,2034,torgo_006606,he largely takes an hour to watch in the open air each day,he largely takes an hour to watch in the open air each day
False,rejected_low_confidence,storms,storms,storm,0.8086425271626676,1.0,0.9090909090909091,0.8333333333333334,0.9166666666666666,36.0,1.0,0.0,0.15076977792982027,3.0,2035,torgo_006607,storms,storms
False,rejected_low_confidence,storey,storey,store,0.801211493821592,1.0,0.9090909090909091,0.8333333333333334,0.8928571428571428,23.0,1.0,0.0,0.02051178181645774,7.0,2038,torgo_006610,storey,storey
False,rejected_low_confidence,organe,organe,organ,0.8047986947066148,1.0,0.9090909090909091,0.8333333333333334,0.95,19.0,1.0,0.0,0.8047986947066148,1.0,2040,torgo_006612,twice each day he plays carefully and with eyes upon our small organe,twice each day he plays carefully and with eyes upon our small organe
False,rejected_low_confidence,dowl,dowl,owl,0.7185314290820803,1.0,0.8571428571428571,0.75,0.8500000000000001,2.0,1.0,0.0,0.006723708133425821,3.0,2042,torgo_006614,dowl,dowl
False,rejected_low_confidence,getting,getting,hitting,0.6289153475842877,2.0,0.7142857142857143,0.7142857142857143,0.6875,14.0,0.0,0.0,0.0,6.0,2044,torgo_006616,sparkle getting ready to go to bed,sparkle getting ready to go to bed
False,rejected_low_confidence,peaks,peaks,speaks,0.7990844089923291,1.0,0.9090909090909091,0.8333333333333334,0.8928571428571428,19.0,1.0,0.0,0.07984721518466853,3.0,2057,torgo_006629,when he peaks his voice is just a bit cracked and quivers are cheerful,when he peaks his voice is just a bit cracked and quivers are cheerful
False,no_candidate,cheerful,cheerful,,0.0,,,,,,,,,,2057,torgo_006629,when he peaks his voice is just a bit cracked and quivers are cheerful,when he peaks his voice is just a bit cracked and quivers are cheerful
False,rejected_low_confidence,warmth,warmth,warm,0.6533355538277124,2.0,0.8,0.6666666666666667,0.8125,54.0,0.0,0.0,0.027975444849314357,2.0,2063,torgo_006635,a gap in the winter when the warmth or snow or ice pervades,a gap in the winter when the warmth or snow or ice pervades
False,no_candidate,pervades,pervades,,0.0,,,,,,,,,,2063,torgo_006635,a gap in the winter when the warmth or snow or ice pervades,a gap in the winter when the warmth or snow or ice pervades
False,no_candidate,asian,asian,,0.0,,,,,,,,,,2071,torgo_006643,he dresses himself in an asian black frock coat,he dresses himself in an asian black frock coat
False,rejected_low_confidence,horned,horned,horn,0.6833630089731071,2.0,0.8,0.6666666666666667,0.8095238095238094,23.0,1.0,0.0,0.6833630089731071,1.0,2072,torgo_006644,horned,horned
False,rejected_low_confidence,brat,brat,bat,0.7481527909110935,1.0,0.8571428571428571,0.75,0.8500000000000001,37.0,1.0,0.0,0.0295236878525168,5.0,2073,torgo_006645,brat,brat
False,rejected_low_confidence,breath,breath,beat,0.6872957697252435,2.0,0.8,0.6666666666666667,0.75,55.0,1.0,0.0,0.03850568330865689,6.0,2074,torgo_006646,breath,breath
False,no_candidate,wings,wings,,0.0,,,,,,,,,,2078,torgo_006650,he had used his wings as swiftly as ever,he had used his wings as swiftly as ever
False,no_candidate,terrible,terrible,,0.0,,,,,,,,,,2081,torgo_006653,is terrible,is terrible
False,rejected_low_confidence,gard,gard,guard,0.7306342867355892,1.0,0.8888888888888888,0.8,0.9166666666666666,8.0,0.0,0.0,0.045684076877459345,3.0,2083,torgo_006655,gard,gard
False,no_candidate,shearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer,shearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer,,0.0,,,,,,,,,,2084,torgo_006656,shearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer,shearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer
False,no_candidate,earth,earth,,0.0,,,,,,,,,,2092,torgo_006664,where the earth can easily overpower the earth's power,where the earth can easily overpower the earth's power
False,rejected_low_confidence,easily,easily,hastily,0.6479326509286265,2.0,0.7692307692307693,0.7142857142857143,0.7625,12.0,0.0,0.0,0.008878313753171052,5.0,2092,torgo_006664,where the earth can easily overpower the earth's power,where the earth can easily overpower the earth's power
False,no_candidate,overpower,overpower,,0.0,,,,,,,,,,2092,torgo_006664,where the earth can easily overpower the earth's power,where the earth can easily overpower the earth's power
False,no_candidate,earth's,earth's,,0.0,,,,,,,,,,2092,torgo_006664,where the earth can easily overpower the earth's power,where the earth can easily overpower the earth's power
False,rejected_low_confidence,power,power,lower,0.6977890021788448,1.0,0.8,0.8,0.75,13.0,0.0,0.0,0.6977890021788448,1.0,2092,torgo_006664,where the earth can easily overpower the earth's power,where the earth can easily overpower the earth's power
False,no_candidate,oriox,oriox,,0.0,,,,,,,,,,2093,torgo_006665,but he always answers by name oriox,but he always answers by name oriox
False,no_candidate,airport,airport,,0.0,,,,,,,,,,2094,torgo_006666,the airport is crowded with cookies from the cookie shop,the airport is crowded with cookies from the cookie shop
False,rejected_low_confidence,crowded,crowded,chowder,0.624475289045756,2.0,0.7142857142857143,0.7142857142857143,0.75,5.0,0.0,0.0,0.624475289045756,1.0,2094,torgo_006666,the airport is crowded with cookies from the cookie shop,the airport is crowded with cookies from the cookie shop
False,no_candidate,cookies,cookies,,0.0,,,,,,,,,,2094,torgo_006666,the airport is crowded with cookies from the cookie shop,the airport is crowded with cookies from the cookie shop
False,no_candidate,cookie,cookie,,0.0,,,,,,,,,,2094,torgo_006666,the airport is crowded with cookies from the cookie shop,the airport is crowded with cookies from the cookie shop
False,rejected_low_confidence,baby,baby,bay,0.7063485724498749,1.0,0.8571428571428571,0.75,1.0,8.0,0.0,0.0,0.7063485724498749,1.0,2095,torgo_006667,the baby is on her time out,the baby is on her time out
False,no_candidate,aggrimit,aggrimit,,0.0,,,,,,,,,,2096,torgo_006668,the old aggrimit was carryin' all his ragged ragged bagged,the old aggrimit was carryin' all his ragged ragged bagged
False,no_candidate,carryin',carryin',,0.0,,,,,,,,,,2096,torgo_006668,the old aggrimit was carryin' all his ragged ragged bagged,the old aggrimit was carryin' all his ragged ragged bagged
False,rejected_low_confidence,ragged,ragged,jagged,0.7253876705087886,1.0,0.8333333333333334,0.8333333333333334,0.75,17.0,0.0,0.0,0.0801041273173253,4.0,2096,torgo_006668,the old aggrimit was carryin' all his ragged ragged bagged,the old aggrimit was carryin' all his ragged ragged bagged
False,rejected_low_confidence,ragged,ragged,jagged,0.7253876705087886,1.0,0.8333333333333334,0.8333333333333334,0.75,17.0,0.0,0.0,0.0801041273173253,4.0,2096,torgo_006668,the old aggrimit was carryin' all his ragged ragged bagged,the old aggrimit was carryin' all his ragged ragged bagged
False,rejected_low_confidence,bagged,bagged,jagged,0.7453876705087886,1.0,0.8333333333333334,0.8333333333333334,0.75,17.0,0.5,0.0,0.14833333333333332,3.0,2096,torgo_006668,the old aggrimit was carryin' all his ragged ragged bagged,the old aggrimit was carryin' all his ragged ragged bagged
False,rejected_low_confidence,beaten,beaten,beat,0.6722957697252436,2.0,0.8,0.6666666666666667,0.8,55.0,0.5,0.0,0.0361734342130654,4.0,2097,torgo_006669,beaten up the beat,beaten up the beat
False,no_candidate,gnawrowl,gnawrowl,,0.0,,,,,,,,,,2100,torgo_006672,gnawrowl,gnawrowl
False,rejected_low_confidence,sworn,sworn,swore,0.746673384794503,1.0,0.8,0.8,0.8095238095238094,17.0,1.0,0.0,0.746673384794503,1.0,2101,torgo_006673,sworn,sworn
False,no_candidate,earth,earth,,0.0,,,,,,,,,,2102,torgo_006674,earth,earth
False,rejected_low_confidence,forms,forms,form,0.7786812095748946,1.0,0.8888888888888888,0.8,0.8928571428571428,21.0,1.0,0.0,0.04272892450258248,2.0,2103,torgo_006675,forms,forms
False,no_candidate,knowledge,knowledge,,0.0,,,,,,,,,,2107,torgo_006679,giving knowledge to a billion years of the knowledge period of the utmost respect,giving knowledge to a billion years of the knowledge period of the utmost respect
False,no_candidate,billion,billion,,0.0,,,,,,,,,,2107,torgo_006679,giving knowledge to a billion years of the knowledge period of the utmost respect,giving knowledge to a billion years of the knowledge period of the utmost respect
False,no_candidate,knowledge,knowledge,,0.0,,,,,,,,,,2107,torgo_006679,giving knowledge to a billion years of the knowledge period of the utmost respect,giving knowledge to a billion years of the knowledge period of the utmost respect
False,rejected_low_confidence,half,half,hall,0.6755194284401065,1.0,0.75,0.75,0.8500000000000001,20.0,0.0,0.0,0.6755194284401065,1.0,2116,torgo_006688,usually minus a half percent,usually minus a half percent
False,no_candidate,percent,percent,,0.0,,,,,,,,,,2116,torgo_006688,usually minus a half percent,usually minus a half percent
False,rejected_low_confidence,birdar,birdar,bird,0.6650624899307789,2.0,0.8,0.6666666666666667,0.8095238095238094,4.0,1.0,0.0,0.009836833625860075,2.0,2126,torgo_006698,birdar,birdar
False,no_candidate,stair,stair,,0.0,,,,,,,,,,2128,torgo_006700,stair,stair
False,rejected_low_confidence,worn,worn,horn,0.7070772946873927,1.0,0.75,0.75,0.75,23.0,1.0,0.0,0.0010151327315457426,6.0,2129,torgo_006701,worn,worn
False,rejected_low_confidence,pray,pray,spray,0.7613958232641121,1.0,0.8888888888888888,0.8,0.8928571428571428,4.0,1.0,0.0,0.025757128379441774,5.0,2130,torgo_006702,pray,pray
False,rejected_low_confidence,hour,hour,our,0.7230861208373273,1.0,0.8571428571428571,0.75,0.75,57.0,0.5,0.0,0.05618821161702592,3.0,2133,torgo_006705,twice each day he plays carefully and with yes a brown hour small organ,twice each day he plays carefully and with yes a brown hour small organ
False,rejected_low_confidence,tickle,tickle,ticker,0.6802176200689227,2.0,0.8333333333333334,0.6666666666666667,0.8125,8.0,1.0,0.0,0.0018731604586720296,3.0,2139,torgo_006711,tickle,tickle
False,rejected_low_confidence,snowy,snowy,snow,0.7601725989091767,1.0,0.8888888888888888,0.8,0.8928571428571428,24.0,0.5,0.0,0.7601725989091767,1.0,2141,torgo_006713,we have our feet in the rock more and more often than we do in the snowy mountains,we have our feet in the rock more and more often than we do in the snowy mountains
False,rejected_low_confidence,mountains,mountains,contains,0.6906668042133017,2.0,0.8235294117647058,0.7777777777777778,0.8142857142857144,6.0,0.0,0.0,0.6906668042133017,1.0,2141,torgo_006713,we have our feet in the rock more and more often than we do in the snowy mountains,we have our feet in the rock more and more often than we do in the snowy mountains
False,no_candidate,rural,rural,,0.0,,,,,,,,,,2157,torgo_006729,rural,rural
False,rejected_low_confidence,shade,shade,share,0.740721003842122,1.0,0.8,0.8,0.75,17.0,1.0,0.0,0.02090386047432735,2.0,2159,torgo_006731,shade,shade
False,no_candidate,shearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer,shearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer,,0.0,,,,,,,,,,2170,torgo_006742,shearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer,shearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer
False,rejected_low_confidence,ships,ships,ship,0.7837599204062362,1.0,0.8888888888888888,0.8,0.8928571428571428,33.0,1.0,0.0,0.7837599204062362,1.0,2171,torgo_006743,ships,ships
False,rejected_low_confidence,fade,fade,fate,0.6874244091703846,1.0,0.75,0.75,0.625,12.0,1.0,0.0,0.012370857880255604,2.0,2179,torgo_006751,fade,fade
False,no_candidate,broadside,broadside,,0.0,,,,,,,,,,2180,torgo_006752,broadside,broadside
False,no_candidate,jelly,jelly,,0.0,,,,,,,,,,2181,torgo_006753,we gathered jelly on the beach,we gathered jelly on the beach
False,rejected_low_confidence,pire,pire,pile,0.6874244091703846,1.0,0.75,0.75,0.625,12.0,1.0,0.0,0.009007838383786937,5.0,2184,torgo_006756,pire,pire
