audio_path,file_name,file_stem,extension,speaker,condition,gender,session,valid_audio,audio_error,sample_rate,channels,frames,duration,silent_audio,too_short_or_long,clipping_ratio,audio_hash,transcript_path,has_transcript,transcript,transcript_length,word_count,duplicate_audio,usable
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0243.wav,0243.wav,0243,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,72000.0,4.5,False,False,0.0,4eae96645cd3a30d8e2eb1bb6b49436169739c91cf7a137b51b2b24986c17752,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0244.wav,0244.wav,0244,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,3f39eeec4a14073e71caebc173c1462d1b8aac3c3755a15ea32ea57b0f72043c,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0245.wav,0245.wav,0245,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,48000.0,3.0,False,False,0.0,8f5937356d540c9fadcc170bb22286352765f59e590e5b9fa42ae71e6914a1ab,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0246.wav,0246.wav,0246,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,14400.0,0.9,False,False,0.0,703e7b7ed08d2baba0a9a64b9f4c95c9cfac9f5a7861e3628a4048ab8dd56c5e,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0247.wav,0247.wav,0247,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,26400.0,1.65,False,False,0.0,3f5af33179db5bdcdc7a89d418993a60dd2eabbac2c1d0b9fe4758f18aa1373c,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0248.wav,0248.wav,0248,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,91200.0,5.7,False,False,0.0,e8ebf42a7b2ed62666e2c5c0f2dcb07bd64ef1579eca907f61720a5260181524,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0249.wav,0249.wav,0249,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,b229b30e1a5fedfb78cc1b6dd28b43af4c13c6dc5c2f6edcca5a870d93c9a426,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0250.wav,0250.wav,0250,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,26400.0,1.65,False,False,0.0,52130add13ca76b5c80953c3dc41558710b795af6db942e23e209ef20d02d8ee,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0251.wav,0251.wav,0251,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,28800.0,1.8,False,False,0.0,191735b7f63f858b7e41b8f3c625fa8c850d1a6de7ad7a483f7133acbe0af40b,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0252.wav,0252.wav,0252,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,43200.0,2.7,False,False,0.0,7385659dee5308d2f008091dfe1ff8f12849f5e14bb70e4a997bbfb460b8a761,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0253.wav,0253.wav,0253,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,14400.0,0.9,False,False,0.0,d9045acce906fe14c14ee044dd6b089335253650a03706cb8d288f2d1813e870,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0254.wav,0254.wav,0254,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,566241322a8b3f458ee859a0421b8a58a5654fd2fbcdb6be4aea1dad8ef12cae,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0255.wav,0255.wav,0255,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,45600.0,2.85,False,False,0.0,204286a658e6019df853f188afbd9d4a81652986047c48d7443619d2bbebdc5a,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0256.wav,0256.wav,0256,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,de4ec3e2930e7f62c3c9ab580da8a9294e0a84d828cebdb64587fcc0a0629451,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0257.wav,0257.wav,0257,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,7200.0,0.45,False,False,0.0,6bdbe3020eb6bf23f7d6fb014a1d477bed55531700cb633b7531c587730ae9ff,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0258.wav,0258.wav,0258,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,36000.0,2.25,False,False,0.0,bcc6a89a2d44b3acfb55ac3539c716318149920250eae62247600b9ce13ce3e7,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0259.wav,0259.wav,0259,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,40800.0,2.55,False,False,0.0,efff077049ee3a77c37228b5a809e0f16f3dd397c2ddaccaea672a59da455796,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0260.wav,0260.wav,0260,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,40800.0,2.55,False,False,0.0,c706f4e96b4c93a186dccb0662cb70404331c3b43331470e7c8b159cf7d15a7d,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0261.wav,0261.wav,0261,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,26400.0,1.65,False,False,0.0,cab6bae265fd9e642c0eed09c5e54ebf09425431e4c790de649e3e387b810169,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0262.wav,0262.wav,0262,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,14400.0,0.9,False,False,0.0,f6be9974ff05401c12482e9991c73397cbd6b507b7b78129a486320b710aa369,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0263.wav,0263.wav,0263,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,69600.0,4.35,False,False,0.0,fa50fbb547f5840e3d400bf97b1e4050c7db19fde34979278d140010b10c9a6b,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0265.wav,0265.wav,0265,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,48000.0,3.0,False,False,0.0,f749689d8174bfef39b6337e8ab60548f79053d3c5b3d8e752e7e03f62b20b02,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0266.wav,0266.wav,0266,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,6f326ca6d3130d0dbd8985f3fce910bf011ac18313298c54a7fa470ac2328053,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0267.wav,0267.wav,0267,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,7f267e31474839bd1f586f08ac5d7524d0889457e43c62f3893c4e177399b097,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0268.wav,0268.wav,0268,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,b18149ff611bf68b78fcfd9817a3ad31d42a9e2561aade5ce29491a8b7d1450d,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0269.wav,0269.wav,0269,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,6b09fda96fcb2393a5276e054018b05eec9bde3929b1143c841c0a356111a99a,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0270.wav,0270.wav,0270,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,31200.0,1.95,False,False,0.0,1a5c741afe111aa40e442edf045d4929e072766a5aa956fdeb3d2419e221e7ab,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0271.wav,0271.wav,0271,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,12000.0,0.75,False,False,0.0,df1ccd4b5968cef5c05b26ef396b0d4982232efbc9456bc249aee8bf77679e30,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0272.wav,0272.wav,0272,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,24000.0,1.5,False,False,0.0,86ca154ce4bc3b44e674c9e7e468131395aa17470971a8eec3fa446428d468b9,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0273.wav,0273.wav,0273,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,370be03cbad4d5cb939b25970a2d30fcadb5abe13337b40c141f7934db4d7d2f,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0274.wav,0274.wav,0274,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,cece25f00c7b3bc606c043af953b88d409df4c9a3392718907009bf100ecc2da,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0275.wav,0275.wav,0275,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,38400.0,2.4,False,False,0.0,4a2e8e99a0fc1668408d29e03353690e020693b4e842237cef5f47d980819912,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0276.wav,0276.wav,0276,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,24000.0,1.5,False,False,0.0,1cc235c72ff791c0545a54309c69ad3ed3ababf5b2ce6393d23d5a16a7cb5d8c,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0277.wav,0277.wav,0277,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,e24dece54f3096c60ec4a2de722fe27663092f14ba47b0a2d4a10b4bbc0fb211,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0278.wav,0278.wav,0278,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,2c05797d302dbef52cc9cd63ae1c18c535d883538b216754688aed4d56a65e26,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0279.wav,0279.wav,0279,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,4b9c5a611b928e3ced456cd29f33106b756578036a0b6cd5f154c9505608b709,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0280.wav,0280.wav,0280,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,f2764b7227e42d10dfc963b32a6e5f1aed781a3661d3a5d6d5f5c7bc612ed6bb,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0281.wav,0281.wav,0281,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,c46f3c01236fe4dd63825d4236e7f6d7ecd9e0735fb3f7815f6cb6260929453f,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0282.wav,0282.wav,0282,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,14400.0,0.9,False,False,0.0,d9caac4107a5fd7f8ac9f66c5fee01499bab85345da1cb8144312913572373a5,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0283.wav,0283.wav,0283,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,55200.0,3.45,False,False,0.0,3ddf32325edd9fdf5770894a41581b1ecc997fcb77ecb5d4f068c40907339b8b,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0284.wav,0284.wav,0284,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,45600.0,2.85,False,False,0.0,e1a7ac1de5953fbc9502129b802295987dfee91ba9851e85eb90be7058700133,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0285.wav,0285.wav,0285,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,2e7c21f0ca2a178d957577a6e851c84c28335e8f400a12c85e48c8a8dfa21716,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0286.wav,0286.wav,0286,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,24000.0,1.5,False,False,0.0,3edaec6a6e02ae045c0ba442e727a7f3c534c7e85c9381921ff54ead14f68e1d,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0287.wav,0287.wav,0287,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,43200.0,2.7,False,False,0.0,3e973877e29fec47bc474a2cab56086160a2277066beeb475623c657d61495f9,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0288.wav,0288.wav,0288,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,ef4f4011e845aa05250fa03b07413bc82a60e71f0bb78b336cceb6ddff8c3ad2,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0289.wav,0289.wav,0289,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,12000.0,0.75,False,False,0.0,0ffd70850f54d4d1cfcd38630f6a5ef7493c87e9bfff49f1c44f9efc909684a3,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0290.wav,0290.wav,0290,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,dd969a980741acb502ad89545473201e89a97759b298c02c091b6b46b7815199,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0291.wav,0291.wav,0291,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,87e681d0aae1f43cbb97aa368f202a15a0ab2577aa9658b7afd6991b48af11b4,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0292.wav,0292.wav,0292,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,14400.0,0.9,False,False,0.0,c1eeb377caa0e752232151adcf2625a5a384d7bbbe2e73d75197870351cc8c80,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0293.wav,0293.wav,0293,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,50400.0,3.15,False,False,0.0,032fd5dde44a244ca051c4393a9569483174bf7f52c0404e0a7678e3c7884ed6,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0294.wav,0294.wav,0294,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,91014b53a3ea5b957142cc587796184e44cf89a58378141d33732f2e16ea618f,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0295.wav,0295.wav,0295,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,14400.0,0.9,False,False,0.0,41b7fd03976b2d500721f8155597720fca47299a824cbed16387b57528e701f0,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0296.wav,0296.wav,0296,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,f32713ffddd3b65dbedafc7639712eff1b9511055e79d2586ded66b04a951bb1,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0297.wav,0297.wav,0297,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,b4598e0f71104b7b878a1d05212453f582c93e679b1fff04acc02ad60aac54dc,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0298.wav,0298.wav,0298,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,14400.0,0.9,False,False,0.0,d9e15a01559009648bcd5e83c72df553b755844b3ccbe96112a210e978b11032,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0299.wav,0299.wav,0299,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,50400.0,3.15,False,False,0.0,5eac31ba5412ec4c2b639ecebd93606329a950859acd4c519a55ea3e5ec65fbd,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0300.wav,0300.wav,0300,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,5458b53a7f3eb8b1c63733f0192b3f6315122573f26fa8d3988f585d60aadac3,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0301.wav,0301.wav,0301,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,14400.0,0.9,False,False,0.0,fa09292ea5e7f8fdcfe3e74146375556cb9335c306911ad55c09a17bde98d205,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0302.wav,0302.wav,0302,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,31200.0,1.95,False,False,0.0,939ea166e0645fc3b576ca75e0c55869064df7237a7748e6734301fc061785b5,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0303.wav,0303.wav,0303,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,64800.0,4.05,False,False,0.0,cfe7d9353c7022c77a29665ee3a5762ee02e6a22bedeb2d1ff4247ab7d368757,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0304.wav,0304.wav,0304,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,33600.0,2.1,False,False,0.0,411ac7f3f5dbd2f334b53edd5e9564291ca1c63e74bf02e82c490b8d20034e4c,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0305.wav,0305.wav,0305,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,23d7c5577588a2dc3bd6317d815f7ad3f58dc60519611a8099b86d1f5ca6eacf,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0306.wav,0306.wav,0306,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,26400.0,1.65,False,False,0.0,74f3898530f167e7efa439bfd5429718a72df416330097fd34f50c3898617bef,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0307.wav,0307.wav,0307,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,36000.0,2.25,False,False,0.0,b6c2d432f2cd270b820a7cdbfb1a6dbf6b4be6a6f2f359d91b17daa62a95e640,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0308.wav,0308.wav,0308,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,24000.0,1.5,False,False,0.0,bce3be5ae3603afb86187127b3267c39b7e770c438fc186c7c5aedb99d5fd790,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0309.wav,0309.wav,0309,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,c3e6d4aa6d44d7f86afc2fca83a57271827e082b6f945b5d5902fead296744aa,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0310.wav,0310.wav,0310,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,1e8bd56a69c2f7bcc3b9b09198042c6769315326ce9238385b05987fb0bc3916,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0311.wav,0311.wav,0311,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,310e9adc5ca1fb1df67457390ee10dd94e375167a66c5a7fc135d29803cb0238,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0312.wav,0312.wav,0312,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,79200.0,4.95,False,False,0.0,91c85710a0041fd928a4bbc029218c86f8948445d512d88b320a78d02ee22278,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0313.wav,0313.wav,0313,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,48000.0,3.0,False,False,0.0,9b0fd104d17d3a69b4bbefa799271535010606b37c10f492b2eb486c341e2eef,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0314.wav,0314.wav,0314,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,28800.0,1.8,False,False,0.0,a1ca06dd10666a71960803a7bef3fce38901f2c894d7647be7e2f3810a637cf9,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0315.wav,0315.wav,0315,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,b2516a9fb6e096fa7db9535cd047639b5c69d4147905d3a55253b057f8dd1671,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0316.wav,0316.wav,0316,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,3c51c725234ce2bf32910d1e1fbff12946038106474ba7fbd35e467b2ea332a0,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0317.wav,0317.wav,0317,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,689cb12c1800d570276ebd0639cbedfd520e8d1bc8bf54078e0b9f75f0c967f0,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0318.wav,0318.wav,0318,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,1ec28935c28d826c328d35a6276f13dc201471ba3c046353bf54b216bad5be58,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0319.wav,0319.wav,0319,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,17f2cab42112df78a336db189362cfd0047a30e75d7aa437e2161a497cbb885a,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0320.wav,0320.wav,0320,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,12000.0,0.75,False,False,0.0,67cbb7be5a11aa65de75c2c290299063bfab9422546ed3e5d26e68af73859e08,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0321.wav,0321.wav,0321,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,24000.0,1.5,False,False,0.0,a22dd0b1962c6f2c128c665b7347f6e3651a323579bfde583681cb4d850830b0,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0322.wav,0322.wav,0322,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,c7c813aa5df5783b5beb069a86390d34c41ed166349a1892e327a481d3d4ead0,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0323.wav,0323.wav,0323,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,14400.0,0.9,False,False,0.0,d8045ab41feef2ddf947354b89f33622b71625317befaa627b697abcba1cc6d8,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0324.wav,0324.wav,0324,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,33600.0,2.1,False,False,0.0,11acff0ddc83a818d5643061a61d02752b2fc25f02afae4cc0769aecb0f8b877,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0325.wav,0325.wav,0325,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,fdab8633e0dc2370096c9e7fc7e620e4bc36f6df207f0e2fc3d21f77f4effd77,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0326.wav,0326.wav,0326,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,24000.0,1.5,False,False,0.0,a70ba3ca3caf3db29ac1a5a676e8ad07abcdf0c5cf203da12f84acd4009a5b92,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0327.wav,0327.wav,0327,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,14861.0,0.9288125,False,False,0.0,c0ffceb3802aadf83a830e38e3d3a6623fa84b74e4a543da9a61415f35b4d1e0,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0328.wav,0328.wav,0328,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,57600.0,3.6,False,False,0.0,ecc8e75bd856c8143da65ad7bb9fdcf43e3d166d9cc972b301dc4f73da578eb0,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0329.wav,0329.wav,0329,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,31200.0,1.95,False,False,0.0,f532431156848cb83b7b805118eabd1e07019cb1f8501e71954ff054b4d6746c,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0330.wav,0330.wav,0330,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,76800.0,4.8,False,False,0.0,97981bc623f0a2e0b521479ad821f6da023a4cde7c96a6e3688a7b72b4a5dec8,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0331.wav,0331.wav,0331,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,55200.0,3.45,False,False,0.0,b635fdc0511396051d7f7f2d0536b412fe2d91139df91f09b01ce097b3f5e68b,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0332.wav,0332.wav,0332,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,b4e5ffcb21fbd46db44df2a6c208fda42347546bc0fcc54278d8096710b6cc51,,False,,0,0,False,False
